
vernacularName,language,usedTo,useForm,usePart,propriety,sourceAuthor,sourceYear,sourceTitle
abarematemo,,,,,antimicrobiana,SANTOS et all.,2024,Chemical profile and antimicrobial activity of abarema cochliacarpos
